family, generation, instance_type, ECU, vCPU, physical_processor, clock_speed_ghz, pretty_name, memory, network_performance, FPGA, GPU, storage_devices, storage_ssd, storage_nvme_ssd, storage_size, pricing, entry
GPU instances,current,g2.8xlarge,104,32,,,,60,10 Gigabit,,,2,true,,120,2.6,29
Memory optimized,current,r3.large,6.5,2,,,,15.25,Moderate,,,1,true,,32,0.175,29
Memory optimized,current,r3.xlarge,13,4,,,,30.5,Moderate,,,1,true,,80,0.35,29
Memory optimized,current,r3.2xlarge,26,8,,,,61,High,,,1,true,,160,0.7,29
Memory optimized,current,r3.4xlarge,52,16,,,,122,High,,,1,true,,320,1.4,29
Memory optimized,current,r3.8xlarge,104,32,,,,244,10 Gigabit,,,2,true,,320,2.8,29
Storage optimized,current,i2.xlarge,14,4,,,,30.5,Moderate,,,1,true,,800,0.853,29
Storage optimized,current,i2.2xlarge,27,8,,,,61,High,,,2,true,,800,1.705,29
Storage optimized,current,i2.4xlarge,53,16,,,,122,High,,,4,true,,800,3.41,29
Storage optimized,current,i2.8xlarge,104,32,,,,244,10 Gigabit,,,8,true,,800,6.82,29
Storage optimized,current,d2.xlarge,14,4,,,,30.5,Moderate,,,3,false,,2000,0.69,29
Storage optimized,current,d2.2xlarge,28,8,,,,61,High,,,6,false,,2000,1.38,29
Storage optimized,current,d2.4xlarge,56,16,,,,122,High,,,12,false,,2000,2.76,29
Storage optimized,current,d2.8xlarge,116,36,,,,244,10 Gigabit,,,24,false,,2000,5.52,29
General Purpose,previous,m1.small,1,1,,,,1.7,Low,,,1,false,,160,0.044,30
General purpose,previous,m1.medium,2,1,,,,3.75,Moderate,,,1,false,,410,0.087,30
General purpose,previous,m1.large,4,2,,,,7.5,Moderate,,,2,false,,420,0.175,30
General purpose,previous,m1.xlarge,8,4,,,,15,High,,,4,false,,420,0.35,30
Compute optimized,previous,c1.medium,5,2,,,,1.7,Moderate,,,1,false,,350,0.13,30
Compute optimized,previous,c1.xlarge,20,8,,,,7,High,,,4,false,,420,0.52,30
Compute optimized,previous,cc2.8xlarge,88,32,,,,60.5,10 Gigabit,,,4,false,,840,2,30
GPU instances,previous,cg1.4xlarge,33.5,16,,,,22.5,10 Gigabit,,,2,false,,840,2.1,30
Memory optimized,previous,m2.xlarge,6.5,2,,,,17.1,Moderate,,,1,false,,420,0.245,30
Memory optimized,previous,m2.2xlarge,13,4,,,,34.2,Moderate,,,1,false,,850,0.49,30
Memory optimized,previous,m2.4xlarge,26,8,,,,68.4,High,,,2,false,,840,0.98,30
Memory optimized,previous,cr1.8xlarge,88,32,,,,244,10 Gigabit,,,2,true,,120,3.5,30
Storage optimized,previous,hi1.4xlarge,35,16,,,,60.5,10 Gigabit,,,2,true,,1024,3.1,30
Storage optimized,previous,hs1.8xlarge,35,16,,,,117,10 Gigabit,,,24,false,,2000,4.6,30
Micro,previous,t1.micro,variable,1,,,,0.613,Very Low,,,,,,,0.02,30
General purpose,current,t2.nano,variable,1,,,,0.5,Low,,,,,,,0.0065,30
General purpose,current,t2.micro,variable,1,,,,1,Low to Moderate,,,,,,,0.013,30
General purpose,current,t2.small,variable,1,,,,2,Low to Moderate,,,,,,,0.026,30
General purpose,current,t2.medium,variable,2,,,,4,Low to Moderate,,,,,,,0.052,30
General purpose,current,t2.large,variable,2,,,,8,Low to Moderate,,,,,,,0.104,30
General purpose,current,m4.large,6.5,2,,,,8,Moderate,,,,,,,0.126,30
General purpose,current,m4.xlarge,13,4,,,,16,High,,,,,,,0.252,30
General purpose,current,m4.2xlarge,26,8,,,,32,High,,,,,,,0.504,30
General purpose,current,m4.4xlarge,53.5,16,,,,64,High,,,,,,,1.008,30
General purpose,current,m4.10xlarge,124.5,40,,,,160,10 Gigabit,,,,,,,2.52,30
General purpose,current,m3.medium,3,1,,,,3.75,Moderate,,,1,true,,4,0.067,30
General purpose,current,m3.large,6.5,2,,,,7.5,Moderate,,,1,true,,32,0.133,30
General purpose,current,m3.xlarge,13,4,,,,15,High,,,2,true,,40,0.266,30
General purpose,current,m3.2xlarge,26,8,,,,30,High,,,2,true,,80,0.532,30
Compute optimized,current,c4.large,8,2,,,,3.75,Moderate,,,,,,,0.11,30
Compute optimized,current,c4.xlarge,16,4,,,,7.5,High,,,,,,,0.22,30
Compute optimized,current,c4.2xlarge,31,8,,,,15,High,,,,,,,0.441,30
Compute optimized,current,c4.4xlarge,62,16,,,,30,High,,,,,,,0.882,30
Compute optimized,current,c4.8xlarge,132,36,,,,60,10 Gigabit,,,,,,,1.763,30
Compute optimized,current,c3.large,7,2,,,,3.75,Moderate,,,2,true,,16,0.105,30
Compute optimized,current,c3.xlarge,14,4,,,,7.5,Moderate,,,2,true,,40,0.21,30
Compute optimized,current,c3.2xlarge,28,8,,,,15,High,,,2,true,,80,0.42,30
Compute optimized,current,c3.4xlarge,55,16,,,,30,High,,,2,true,,160,0.84,30
Compute optimized,current,c3.8xlarge,108,32,,,,60,10 Gigabit,,,2,true,,320,1.68,30
GPU instances,current,g2.2xlarge,26,8,,,,15,High,,,1,true,,60,0.65,30
GPU instances,current,g2.8xlarge,104,32,,,,60,10 Gigabit,,,2,true,,120,2.6,30
Memory optimized,current,r3.large,6.5,2,,,,15.25,Moderate,,,1,true,,32,0.175,30
Memory optimized,current,r3.xlarge,13,4,,,,30.5,Moderate,,,1,true,,80,0.35,30
Memory optimized,current,r3.2xlarge,26,8,,,,61,High,,,1,true,,160,0.7,30
Memory optimized,current,r3.4xlarge,52,16,,,,122,High,,,1,true,,320,1.4,30
Memory optimized,current,r3.8xlarge,104,32,,,,244,10 Gigabit,,,2,true,,320,2.8,30
Storage optimized,current,i2.xlarge,14,4,,,,30.5,Moderate,,,1,true,,800,0.853,30
Storage optimized,current,i2.2xlarge,27,8,,,,61,High,,,2,true,,800,1.705,30
Storage optimized,current,i2.4xlarge,53,16,,,,122,High,,,4,true,,800,3.41,30
Storage optimized,current,i2.8xlarge,104,32,,,,244,10 Gigabit,,,8,true,,800,6.82,30
Storage optimized,current,d2.xlarge,14,4,,,,30.5,Moderate,,,3,false,,2000,0.69,30
Storage optimized,current,d2.2xlarge,28,8,,,,61,High,,,6,false,,2000,1.38,30
Storage optimized,current,d2.4xlarge,56,16,,,,122,High,,,12,false,,2000,2.76,30
Storage optimized,current,d2.8xlarge,116,36,,,,244,10 Gigabit,,,24,false,,2000,5.52,30
General Purpose,previous,m1.small,1,1,,,,1.7,Low,,,1,false,,160,0.044,31
General purpose,previous,m1.medium,2,1,,,,3.75,Moderate,,,1,false,,410,0.087,31
General purpose,previous,m1.large,4,2,,,,7.5,Moderate,,,2,false,,420,0.175,31
General purpose,previous,m1.xlarge,8,4,,,,15,High,,,4,false,,420,0.35,31
Compute optimized,previous,c1.medium,5,2,,,,1.7,Moderate,,,1,false,,350,0.13,31
Compute optimized,previous,c1.xlarge,20,8,,,,7,High,,,4,false,,420,0.52,31
Compute optimized,previous,cc2.8xlarge,88,32,,,,60.5,10 Gigabit,,,4,false,,840,2,31
GPU instances,previous,cg1.4xlarge,33.5,16,,,,22.5,10 Gigabit,,,2,false,,840,2.1,31
Memory optimized,previous,m2.xlarge,6.5,2,,,,17.1,Moderate,,,1,false,,420,0.245,31
Memory optimized,previous,m2.2xlarge,13,4,,,,34.2,Moderate,,,1,false,,850,0.49,31
Memory optimized,previous,m2.4xlarge,26,8,,,,68.4,High,,,2,false,,840,0.98,31
Memory optimized,previous,cr1.8xlarge,88,32,,,,244,10 Gigabit,,,2,true,,120,3.5,31
Storage optimized,previous,hi1.4xlarge,35,16,,,,60.5,10 Gigabit,,,2,true,,1024,3.1,31
Storage optimized,previous,hs1.8xlarge,35,16,,,,117,10 Gigabit,,,24,false,,2000,4.6,31
Micro,previous,t1.micro,variable,1,,,,0.613,Very Low,,,,,,,0.02,31
General purpose,current,t2.nano,variable,1,,,,0.5,Low,,,,,,,0.0065,31
General purpose,current,t2.micro,variable,1,,,,1,Low to Moderate,,,,,,,0.013,31
General purpose,current,t2.small,variable,1,,,,2,Low to Moderate,,,,,,,0.026,31
General purpose,current,t2.medium,variable,2,,,,4,Low to Moderate,,,,,,,0.052,31
General purpose,current,t2.large,variable,2,,,,8,Low to Moderate,,,,,,,0.104,31
General purpose,current,m4.large,6.5,2,,,,8,Moderate,,,,,,,0.12,31
General purpose,current,m4.xlarge,13,4,,,,16,High,,,,,,,0.239,31
General purpose,current,m4.2xlarge,26,8,,,,32,High,,,,,,,0.479,31
General purpose,current,m4.4xlarge,53.5,16,,,,64,High,,,,,,,0.958,31
General purpose,current,m4.10xlarge,124.5,40,,,,160,10 Gigabit,,,,,,,2.394,31
General purpose,current,m3.medium,3,1,,,,3.75,Moderate,,,1,true,,4,0.067,31
General purpose,current,m3.large,6.5,2,,,,7.5,Moderate,,,1,true,,32,0.133,31
General purpose,current,m3.xlarge,13,4,,,,15,High,,,2,true,,40,0.266,31
General purpose,current,m3.2xlarge,26,8,,,,30,High,,,2,true,,80,0.532,31
Compute optimized,current,c4.large,8,2,,,,3.75,Moderate,,,,,,,0.105,31
Compute optimized,current,c4.xlarge,16,4,,,,7.5,High,,,,,,,0.209,31
Compute optimized,current,c4.2xlarge,31,8,,,,15,High,,,,,,,0.419,31
Compute optimized,current,c4.4xlarge,62,16,,,,30,High,,,,,,,0.838,31
Compute optimized,current,c4.8xlarge,132,36,,,,60,10 Gigabit,,,,,,,1.675,31
Compute optimized,current,c3.large,7,2,,,,3.75,Moderate,,,2,true,,16,0.105,31
Compute optimized,current,c3.xlarge,14,4,,,,7.5,Moderate,,,2,true,,40,0.21,31
Compute optimized,current,c3.2xlarge,28,8,,,,15,High,,,2,true,,80,0.42,31
Compute optimized,current,c3.4xlarge,55,16,,,,30,High,,,2,true,,160,0.84,31
Compute optimized,current,c3.8xlarge,108,32,,,,60,10 Gigabit,,,2,true,,320,1.68,31
GPU instances,current,g2.2xlarge,26,8,,,,15,High,,,1,true,,60,0.65,31
GPU instances,current,g2.8xlarge,104,32,,,,60,10 Gigabit,,,2,true,,120,2.6,31
Memory optimized,current,r3.large,6.5,2,,,,15.25,Moderate,,,1,true,,32,0.166,31
Memory optimized,current,r3.xlarge,13,4,,,,30.5,Moderate,,,1,true,,80,0.333,31
Memory optimized,current,r3.2xlarge,26,8,,,,61,High,,,1,true,,160,0.665,31
Memory optimized,current,r3.4xlarge,52,16,,,,122,High,,,1,true,,320,1.33,31
Memory optimized,current,r3.8xlarge,104,32,,,,244,10 Gigabit,,,2,true,,320,2.66,31
Storage optimized,current,i2.xlarge,14,4,,,,30.5,Moderate,,,1,true,,800,0.853,31
Storage optimized,current,i2.2xlarge,27,8,,,,61,High,,,2,true,,800,1.705,31
Storage optimized,current,i2.4xlarge,53,16,,,,122,High,,,4,true,,800,3.41,31
Storage optimized,current,i2.8xlarge,104,32,,,,244,10 Gigabit,,,8,true,,800,6.82,31
Storage optimized,current,d2.xlarge,14,4,,,,30.5,Moderate,,,3,false,,2000,0.69,31
Storage optimized,current,d2.2xlarge,28,8,,,,61,High,,,6,false,,2000,1.38,31
Storage optimized,current,d2.4xlarge,56,16,,,,122,High,,,12,false,,2000,2.76,31
Storage optimized,current,d2.8xlarge,116,36,,,,244,10 Gigabit,,,24,false,,2000,5.52,31
General Purpose,previous,m1.small,1,1,,,,1.7,Low,,,1,false,,160,0.044,32
General purpose,previous,m1.medium,2,1,,,,3.75,Moderate,,,1,false,,410,0.087,32
General purpose,previous,m1.large,4,2,,,,7.5,Moderate,,,2,false,,420,0.175,32
General purpose,previous,m1.xlarge,8,4,,,,15,High,,,4,false,,420,0.35,32
Compute optimized,previous,c1.medium,5,2,,,,1.7,Moderate,,,1,false,,350,0.13,32
Compute optimized,previous,c1.xlarge,20,8,,,,7,High,,,4,false,,420,0.52,32
Compute optimized,previous,cc2.8xlarge,88,32,,,,60.5,10 Gigabit,,,4,false,,840,2,32
GPU instances,previous,cg1.4xlarge,33.5,16,,,,22.5,10 Gigabit,,,2,false,,840,2.1,32
Memory optimized,previous,m2.xlarge,6.5,2,,,,17.1,Moderate,,,1,false,,420,0.245,32
Memory optimized,previous,m2.2xlarge,13,4,,,,34.2,Moderate,,,1,false,,850,0.49,32
Memory optimized,previous,m2.4xlarge,26,8,,,,68.4,High,,,2,false,,840,0.98,32
Memory optimized,previous,cr1.8xlarge,88,32,,,,244,10 Gigabit,,,2,true,,120,3.5,32
Storage optimized,previous,hi1.4xlarge,35,16,,,,60.5,10 Gigabit,,,2,true,,1024,3.1,32
Storage optimized,previous,hs1.8xlarge,35,16,,,,117,10 Gigabit,,,24,false,,2000,4.6,32
Micro,previous,t1.micro,variable,1,,,,0.613,Very Low,,,,,,,0.02,32
General purpose,current,t2.nano,variable,1,,,,0.5,Low,,,,,,,0.0065,32
General purpose,current,t2.micro,variable,1,,,,1,Low to Moderate,,,,,,,0.013,32
General purpose,current,t2.small,variable,1,,,,2,Low to Moderate,,,,,,,0.026,32
General purpose,current,t2.medium,variable,2,,,,4,Low to Moderate,,,,,,,0.052,32
General purpose,current,t2.large,variable,2,,,,8,Low to Moderate,,,,,,,0.104,32
General purpose,current,m4.large,6.5,2,,,,8,Moderate,,,,,,,0.12,32
General purpose,current,m4.xlarge,13,4,,,,16,High,,,,,,,0.239,32
General purpose,current,m4.2xlarge,26,8,,,,32,High,,,,,,,0.479,32
General purpose,current,m4.4xlarge,53.5,16,,,,64,High,,,,,,,0.958,32
General purpose,current,m4.10xlarge,124.5,40,,,,160,10 Gigabit,,,,,,,2.394,32
General purpose,current,m3.medium,3,1,,,,3.75,Moderate,,,1,true,,4,0.067,32
General purpose,current,m3.large,6.5,2,,,,7.5,Moderate,,,1,true,,32,0.133,32
General purpose,current,m3.xlarge,13,4,,,,15,High,,,2,true,,40,0.266,32
General purpose,current,m3.2xlarge,26,8,,,,30,High,,,2,true,,80,0.532,32
Compute optimized,current,c4.large,8,2,,,,3.75,Moderate,,,,,,,0.105,32
Compute optimized,current,c4.xlarge,16,4,,,,7.5,High,,,,,,,0.209,32
Compute optimized,current,c4.2xlarge,31,8,,,,15,High,,,,,,,0.419,32
Compute optimized,current,c4.4xlarge,62,16,,,,30,High,,,,,,,0.838,32
Compute optimized,current,c4.8xlarge,132,36,,,,60,10 Gigabit,,,,,,,1.675,32
Compute optimized,current,c3.large,7,2,,,,3.75,Moderate,,,2,true,,16,0.105,32
Compute optimized,current,c3.xlarge,14,4,,,,7.5,Moderate,,,2,true,,40,0.21,32
Compute optimized,current,c3.2xlarge,28,8,,,,15,High,,,2,true,,80,0.42,32
Compute optimized,current,c3.4xlarge,55,16,,,,30,High,,,2,true,,160,0.84,32
Compute optimized,current,c3.8xlarge,108,32,,,,60,10 Gigabit,,,2,true,,320,1.68,32
GPU instances,current,g2.2xlarge,26,8,,,,15,High,,,1,true,,60,0.65,32
GPU instances,current,g2.8xlarge,104,32,,,,60,10 Gigabit,,,2,true,,120,2.6,32
Memory optimized,current,r3.large,6.5,2,,,,15.25,Moderate,,,1,true,,32,0.166,32
Memory optimized,current,r3.xlarge,13,4,,,,30.5,Moderate,,,1,true,,80,0.333,32
Memory optimized,current,r3.2xlarge,26,8,,,,61,High,,,1,true,,160,0.665,32
Memory optimized,current,r3.4xlarge,52,16,,,,122,High,,,1,true,,320,1.33,32
Memory optimized,current,r3.8xlarge,104,32,,,,244,10 Gigabit,,,2,true,,320,2.66,32
Storage optimized,current,i2.xlarge,14,4,,,,30.5,Moderate,,,1,true,,800,0.853,32
Storage optimized,current,i2.2xlarge,27,8,,,,61,High,,,2,true,,800,1.705,32
Storage optimized,current,i2.4xlarge,53,16,,,,122,High,,,4,true,,800,3.41,32
Storage optimized,current,i2.8xlarge,104,32,,,,244,10 Gigabit,,,8,true,,800,6.82,32
Storage optimized,current,d2.xlarge,14,4,,,,30.5,Moderate,,,3,false,,2000,0.69,32
Storage optimized,current,d2.2xlarge,28,8,,,,61,High,,,6,false,,2000,1.38,32
Storage optimized,current,d2.4xlarge,56,16,,,,122,High,,,12,false,,2000,2.76,32
Storage optimized,current,d2.8xlarge,116,36,,,,244,10 Gigabit,,,24,false,,2000,5.52,32
General Purpose,previous,m1.small,1,1,,,,1.7,Low,,,1,false,,160,0.044,33
General purpose,previous,m1.medium,2,1,,,,3.75,Moderate,,,1,false,,410,0.087,33
General purpose,previous,m1.large,4,2,,,,7.5,Moderate,,,2,false,,420,0.175,33
General purpose,previous,m1.xlarge,8,4,,,,15,High,,,4,false,,420,0.35,33
Compute optimized,previous,c1.medium,5,2,,,,1.7,Moderate,,,1,false,,350,0.13,33
Compute optimized,previous,c1.xlarge,20,8,,,,7,High,,,4,false,,420,0.52,33
Compute optimized,previous,cc2.8xlarge,88,32,,,,60.5,10 Gigabit,,,4,false,,840,2,33
GPU instances,previous,cg1.4xlarge,33.5,16,,,,22.5,10 Gigabit,,,2,false,,840,2.1,33
Memory optimized,previous,m2.xlarge,6.5,2,,,,17.1,Moderate,,,1,false,,420,0.245,33
Memory optimized,previous,m2.2xlarge,13,4,,,,34.2,Moderate,,,1,false,,850,0.49,33
Memory optimized,previous,m2.4xlarge,26,8,,,,68.4,High,,,2,false,,840,0.98,33
Memory optimized,previous,cr1.8xlarge,88,32,,,,244,10 Gigabit,,,2,true,,120,3.5,33
Storage optimized,previous,hi1.4xlarge,35,16,,,,60.5,10 Gigabit,,,2,true,,1024,3.1,33
Storage optimized,previous,hs1.8xlarge,35,16,,,,117,10 Gigabit,,,24,false,,2000,4.6,33
Micro,previous,t1.micro,variable,1,,,,0.613,Very Low,,,,,,,0.02,33
General purpose,current,t2.nano,variable,1,,,,0.5,Low,,,,,,,0.0065,33
General purpose,current,t2.micro,variable,1,,,,1,Low to Moderate,,,,,,,0.013,33
General purpose,current,t2.small,variable,1,,,,2,Low to Moderate,,,,,,,0.026,33
General purpose,current,t2.medium,variable,2,,,,4,Low to Moderate,,,,,,,0.052,33
General purpose,current,t2.large,variable,2,,,,8,Low to Moderate,,,,,,,0.104,33
General purpose,current,m4.large,6.5,2,,,,8,Moderate,,,,,,,0.12,33
General purpose,current,m4.xlarge,13,4,,,,16,High,,,,,,,0.239,33
General purpose,current,m4.2xlarge,26,8,,,,32,High,,,,,,,0.479,33
General purpose,current,m4.4xlarge,53.5,16,,,,64,High,,,,,,,0.958,33
General purpose,current,m4.10xlarge,124.5,40,,,,160,10 Gigabit,,,,,,,2.394,33
General purpose,current,m3.medium,3,1,,,,3.75,Moderate,,,1,true,,4,0.067,33
General purpose,current,m3.large,6.5,2,,,,7.5,Moderate,,,1,true,,32,0.133,33
General purpose,current,m3.xlarge,13,4,,,,15,High,,,2,true,,40,0.266,33
General purpose,current,m3.2xlarge,26,8,,,,30,High,,,2,true,,80,0.532,33
Compute optimized,current,c4.large,8,2,,,,3.75,Moderate,,,,,,,0.105,33
Compute optimized,current,c4.xlarge,16,4,,,,7.5,High,,,,,,,0.209,33
Compute optimized,current,c4.2xlarge,31,8,,,,15,High,,,,,,,0.419,33
Compute optimized,current,c4.4xlarge,62,16,,,,30,High,,,,,,,0.838,33
Compute optimized,current,c4.8xlarge,132,36,,,,60,10 Gigabit,,,,,,,1.675,33
Compute optimized,current,c3.large,7,2,,,,3.75,Moderate,,,2,true,,16,0.105,33
Compute optimized,current,c3.xlarge,14,4,,,,7.5,Moderate,,,2,true,,40,0.21,33
Compute optimized,current,c3.2xlarge,28,8,,,,15,High,,,2,true,,80,0.42,33
Compute optimized,current,c3.4xlarge,55,16,,,,30,High,,,2,true,,160,0.84,33
Compute optimized,current,c3.8xlarge,108,32,,,,60,10 Gigabit,,,2,true,,320,1.68,33
GPU instances,current,g2.2xlarge,26,8,,,,15,High,,,1,true,,60,0.65,33
GPU instances,current,g2.8xlarge,104,32,,,,60,10 Gigabit,,,2,true,,120,2.6,33
Memory optimized,current,r3.large,6.5,2,,,,15.25,Moderate,,,1,true,,32,0.166,33
Memory optimized,current,r3.xlarge,13,4,,,,30.5,Moderate,,,1,true,,80,0.333,33
Memory optimized,current,r3.2xlarge,26,8,,,,61,High,,,1,true,,160,0.665,33
Memory optimized,current,r3.4xlarge,52,16,,,,122,High,,,1,true,,320,1.33,33
Memory optimized,current,r3.8xlarge,104,32,,,,244,10 Gigabit,,,2,true,,320,2.66,33
Storage optimized,current,i2.xlarge,14,4,,,,30.5,Moderate,,,1,true,,800,0.853,33
Storage optimized,current,i2.2xlarge,27,8,,,,61,High,,,2,true,,800,1.705,33
Storage optimized,current,i2.4xlarge,53,16,,,,122,High,,,4,true,,800,3.41,33
Storage optimized,current,i2.8xlarge,104,32,,,,244,10 Gigabit,,,8,true,,800,6.82,33
Storage optimized,current,d2.xlarge,14,4,,,,30.5,Moderate,,,3,false,,2000,0.69,33
Storage optimized,current,d2.2xlarge,28,8,,,,61,High,,,6,false,,2000,1.38,33
Storage optimized,current,d2.4xlarge,56,16,,,,122,High,,,12,false,,2000,2.76,33
Storage optimized,current,d2.8xlarge,116,36,,,,244,10 Gigabit,,,24,false,,2000,5.52,33
General Purpose,previous,m1.small,1,1,,,M1 General Purpose Small,1.7,Low,,,1,false,,160,0.044,34
General purpose,previous,m1.medium,2,1,,,M1 General Purpose Medium,3.75,Moderate,,,1,false,,410,0.087,34
General purpose,previous,m1.large,4,2,,,M1 General Purpose Large,7.5,Moderate,,,2,false,,420,0.175,34
General purpose,previous,m1.xlarge,8,4,,,M1 General Purpose Extra Large,15,High,,,4,false,,420,0.35,34
Compute optimized,previous,c1.medium,5,2,,,C1 High-CPU Medium,1.7,Moderate,,,1,false,,350,0.13,34
Compute optimized,previous,c1.xlarge,20,8,,,C1 High-CPU Extra Large,7,High,,,4,false,,420,0.52,34
Compute optimized,previous,cc2.8xlarge,88,32,,,Cluster Compute Eight Extra Large,60.5,10 Gigabit,,,4,false,,840,2,34
GPU instances,previous,cg1.4xlarge,33.5,16,,,Cluster GPU Quadruple Extra Large,22.5,10 Gigabit,,,2,false,,840,2.1,34
Memory optimized,previous,m2.xlarge,6.5,2,,,M2 High Memory Extra Large,17.1,Moderate,,,1,false,,420,0.245,34
Memory optimized,previous,m2.2xlarge,13,4,,,M2 High Memory Double Extra Large,34.2,Moderate,,,1,false,,850,0.49,34
Memory optimized,previous,m2.4xlarge,26,8,,,M2 High Memory Quadruple Extra Large,68.4,High,,,2,false,,840,0.98,34
Memory optimized,previous,cr1.8xlarge,88,32,,,High Memory Cluster Eight Extra Large,244,10 Gigabit,,,2,true,,120,3.5,34
Storage optimized,previous,hi1.4xlarge,35,16,,,HI1. High I/O Quadruple Extra Large,60.5,10 Gigabit,,,2,true,,1024,3.1,34
Storage optimized,previous,hs1.8xlarge,35,16,,,High Storage Eight Extra Large,117,10 Gigabit,,,24,false,,2000,4.6,34
Micro,previous,t1.micro,variable,1,,,T1 Micro,0.613,Very Low,,,,,,,0.02,34
General purpose,current,t2.nano,variable,1,,,T2 Nano,0.5,Low,,,,,,,0.0065,34
General purpose,current,t2.micro,variable,1,,,T2 Micro,1,Low to Moderate,,,,,,,0.013,34
General purpose,current,t2.small,variable,1,,,T2 Small,2,Low to Moderate,,,,,,,0.026,34
General purpose,current,t2.medium,variable,2,,,T2 Medium,4,Low to Moderate,,,,,,,0.052,34
General purpose,current,t2.large,variable,2,,,T2 Large,8,Low to Moderate,,,,,,,0.104,34
General purpose,current,m4.large,6.5,2,,,M4 Large,8,Moderate,,,,,,,0.12,34
General purpose,current,m4.xlarge,13,4,,,M4 Extra Large,16,High,,,,,,,0.239,34
General purpose,current,m4.2xlarge,26,8,,,M4 Double Extra Large,32,High,,,,,,,0.479,34
General purpose,current,m4.4xlarge,53.5,16,,,M4 Quadruple Extra Large,64,High,,,,,,,0.958,34
General purpose,current,m4.10xlarge,124.5,40,,,M4 Deca Extra Large,160,10 Gigabit,,,,,,,2.394,34
General purpose,current,m3.medium,3,1,,,M3 General Purpose Medium,3.75,Moderate,,,1,true,,4,0.067,34
General purpose,current,m3.large,6.5,2,,,M3 General Purpose Large,7.5,Moderate,,,1,true,,32,0.133,34
General purpose,current,m3.xlarge,13,4,,,M3 General Purpose Extra Large,15,High,,,2,true,,40,0.266,34
General purpose,current,m3.2xlarge,26,8,,,M3 General Purpose Double Extra Large,30,High,,,2,true,,80,0.532,34
Compute optimized,current,c4.large,8,2,,,C4 High-CPU Large,3.75,Moderate,,,,,,,0.105,34
Compute optimized,current,c4.xlarge,16,4,,,C4 High-CPU Extra Large,7.5,High,,,,,,,0.209,34
Compute optimized,current,c4.2xlarge,31,8,,,C4 High-CPU Double Extra Large,15,High,,,,,,,0.419,34
Compute optimized,current,c4.4xlarge,62,16,,,C4 High-CPU Quadruple Extra Large,30,High,,,,,,,0.838,34
Compute optimized,current,c4.8xlarge,132,36,,,C4 High-CPU Eight Extra Large,60,10 Gigabit,,,,,,,1.675,34
Compute optimized,current,c3.large,7,2,,,C3 High-CPU Large,3.75,Moderate,,,2,true,,16,0.105,34
Compute optimized,current,c3.xlarge,14,4,,,C3 High-CPU Extra Large,7.5,Moderate,,,2,true,,40,0.21,34
Compute optimized,current,c3.2xlarge,28,8,,,C3 High-CPU Double Extra Large,15,High,,,2,true,,80,0.42,34
Compute optimized,current,c3.4xlarge,55,16,,,C3 High-CPU Quadruple Extra Large,30,High,,,2,true,,160,0.84,34
